,feature_names,target_names,task_id
2042,"('Pigmentdispersion', 'Bindercompatibility', 'Weatherresistance', 'Glossretention')",Paintdurability,2042
2043,"('Yarnstrength', 'Stitchdensity', 'Shaperetention', 'Pillingresistance')",Fabriclongevity,2043
2044,"('Vehiclemaneuverability', 'Suspensioncompliance', 'Aerodynamicdownforce', 'Tiregrip')",Laptime,2044
2045,"('Flightcontrolresponse', 'Enginethrust', 'Fuelcapacity', 'Navigationprecision')",Missionrange,2045
2046,"('Sensorsensitivity', 'Datacomprehensiveness', 'Algorithmsophistication', 'Falsealarmrate')",Detectionreliability,2046
2047,"('Harmoniccomplexity', 'Counterpointdensity', 'Instrumentationbreadth', 'Interpretivedepth')",Listenerenlightenment,2047
2048,"('Price', 'Weight', 'Height', 'Width')",Cost,2048
2049,"('Length', 'Width', 'Density', 'Hardness')",Strength,2049
2050,"('Temperature', 'Pressure', 'Volume', 'Mass')",Energy,2050
2051,"('Speed', 'Acceleration', 'Mass', 'Friction')",KineticEnergy,2051
2052,"('Current', 'Resistance', 'Voltage', 'Time')",Power,2052
2053,"('Population', 'BirthRate', 'DeathRate', 'Migration')",GrowthRate,2053
2054,"('Rainfall', 'Evaporation', 'Infiltration', 'Runoff')",Streamflow,2054
2055,"('pH', 'Turbidity', 'DissolvedOxygen', 'Phosphates')",WaterQuality,2055
2056,"('Acreage', 'Slope', 'SoilType', 'Irrigation')",CropYield,2056
2057,"('FAT', 'Saturates', 'Protein', 'Carbohydrates')",Calories,2057
2058,"('Na', 'K', 'Ca', 'Mg')",NutrientBalance,2058
2059,"('Supply', 'Demand', 'Substitutes', 'Complements')",EquilibriumPrice,2059
2060,"('Age', 'Income', 'Education', 'Employment')",LoanDefaultRisk,2060
2061,"('Ads', 'PageViews', 'BounceRate', 'ConversionRate')",Sales,2061
2062,"('Impressions', 'ClickThroughRate', 'TimeonPage', 'Shares')",Engagement,2062
2063,"('Brightness', 'Contrast', 'Color', 'AspectRatio')",ImageQuality,2063
2064,"('Amplitude', 'Frequency', 'Waveform', 'Harmonics')",AudioFidelity,2064
2065,"('Attack', 'Defense', 'Speed', 'Stamina')",CombatPower,2065
2066,"('Range', 'Accuracy', 'Stability', 'Ergonomics')",WeaponRating,2066
2067,"('Durability', 'Comfort', 'Style', 'Brand')",CustomerSatisfaction,2067
2068,"('Tone', 'Articulation', 'Interpretation', 'Technique')",Musicianship,2068
2069,"('Ingredients', 'Texture', 'Flavor', 'Aroma')",Deliciousness,2069
2070,"('Agility', 'Balance', 'Coordination', 'Flexibility')",GymnasticScore,2070
2071,"('Grip', 'Swing', 'Impact', 'Spin')",GolfScore,2071
2072,"('TopSpeed', 'Acceleration', 'Cornering', 'Braking')",LapTime,2072
2073,"('Displacement', 'Torque', 'Gearing', 'Weight')",TowingCapacity,2073
2074,"('MPG', 'Emissions', 'PassengerSpace', 'SafetyRating')",VehicleScore,2074
2075,"('Sugarcontent', 'acidity', 'temperature', 'time')",sweetness,2075
2076,"('Height', 'width', 'density', 'friction')",stability,2076
2077,"('Distance', 'speed', 'wind', 'gradient')",time,2077
2078,"('Hardness', 'ductility', 'thermalconduction', 'electricalconduction')",machinability,2078
2079,"('Calories', 'protein', 'fat', 'fiber')",fullness,2079
2080,"('Rainfall', 'evaporation', 'infiltration', 'transpiration')",streamflow,2080
2081,"('Population', 'birthrate', 'deathrate', 'migration')",growthrate,2081
2082,"('Mass', 'acceleration', 'inclineangle', 'frictioncoefficient')",energy,2082
2083,"('Length', 'elasticity', 'diameter', 'load')",deflection,2083
2084,"('Current', 'resistance', 'voltage', 'capacitance')",power,2084
2085,"('Pressure', 'temperature', 'volume', 'moles')",density,2085
2086,"('Accuracy', 'precision', 'bias', 'variability')",reliability,2086
2087,"('Input', 'process', 'output', 'feedback')",improvement,2087
2088,"('Strength', 'flexibility', 'rebound', 'cushioning')",performance,2088
2089,"('Transmittance', 'absorptance', 'reflectance', 'scattering')",opacity,2089
2090,"('Toughness', 'hardness', 'elasticity', 'plasticity')",durability,2090
2091,"('Fuel', 'oxygen', 'ignitiontemperature', 'emissions')",combustion,2091
2092,"('Area', 'slope', 'rainfall', 'infiltration')",runoff,2092
2093,"('Force', 'displacement', 'stiffness', 'damping')",oscillation,2093
2094,"('Demand', 'supply', 'substitutes', 'complements')",price,2094
2095,"('Cones', 'rods', 'pupilsize', 'lightintensity')",visualacuity,2095
2096,"('Effort', 'ability', 'taskdifficulty', 'luck')",outcome,2096
2097,"('Wavelength', 'diffraction', 'aperture', 'distance')",resolution,2097
2098,"('Velocity', 'mass', 'angle', 'spin')",trajectory,2098
2099,"('Length', 'crosssection', 'modules', 'load')",deflection,2099
2100,"('Viscosity', 'temperature', 'pipediameter', 'pressure')",flowrate,2100
2101,"('Specificheat', 'mass', 'temperaturechange', 'heattransfer')",finaltemperature,2101
2102,"('Tensilestrength', 'corrosionrate', 'temperature', 'pressure')",reliability,2102
2103,"('Signalstrength', 'interference', 'encoding', 'decoding')",quality,2103
2104,"('Concentration', 'temperature', 'catalyst', 'reactiontime')",yield,2104
2105,"('Width', 'breathability', 'warmth', 'waterresistance')",comfort,2105
2106,"('Hardness', 'carboncontent', 'grainsize', 'temper')",strength,2106
2107,"('Population', 'resources', 'technology', 'culture')",prosperity,2107
2108,"('Frequency', 'amplitude', 'damping', 'harmonics')",timbre,2108
2109,"('Capital', 'labor', 'productivity', 'demand')",profit,2109
2110,"('Moisture', 'nutrients', 'sunlight', 'pests')",cropyield,2110
2111,"('Velocity', 'elevation', 'wind', 'runwaylength')",safelanding,2111
2112,"('Acidity', 'enzymes', 'time', 'temperature')",digestibility,2112
2113,"('Toughness', 'plasticity', 'graindirection', 'fatiguelimit')",life,2113
2114,"('Conductance', 'resistance', 'current', 'voltage')",power,2114
2115,"('Pressure', 'flowrate', 'viscosity', 'losses')",pumpingpower,2115
2116,"('Size', 'symmetry', 'coloration', 'pheromones')",attractiveness,2116
2117,"('Permeability', 'porosity', 'saturation', 'pressuregradient')",flowrate,2117
2118,"('Skill', 'preparation', 'confidence', 'focus')",performance,2118
2119,"('Fertilizer', 'rainfall', 'drainage', 'pests')",yield,2119
2120,"('Illumination', 'contrast', 'spatialfrequency', 'exposuretime')",visibility,2120
2121,"('Impulse', 'mass', 'damping', 'stiffness')",oscillation,2121
2122,"('Concentration', 'temperature', 'humidity', 'catalyst')",reactionrate,2122
2123,"('Hardness', 'structure', 'alloy', 'heattreatment')",wearresistance,2123
2124,"('Population', 'birthrate', 'deathrate', 'resources')",carryingcapacity,2124
2125,"('Displacement', 'stiffness', 'mass', 'damping')",vibration,2125
2126,"('Acidity', 'color', 'tannins', 'aging')",quality,2126
2127,"('Inputvoltage', 'resistance', 'capacitance', 'outputvoltage')",timing,2127
2128,"('Force', 'coefficientoffriction', 'area', 'pressure')",traction,2128
2129,"('Genetics', 'environment', 'education', 'effort')",intelligence,2129
2130,"('Arousal', 'valence', 'dominance', 'similarity')",attraction,2130
2131,"('Capital', 'productiveness', 'policy', 'institutions')",growth,2131
2132,"('Color', 'sugarcontent', 'acidity', 'storagetime')",quality,2132
2133,"('Frequency', 'diameter', 'tension', 'density')",pitch,2133
2134,"('Trainingdata', 'modelcomplexity', 'hyperparameters', 'metrics')",performance,2134
2135,"('smodulus', 'moment', 'geometry', 'load')",deflection,2135
2136,"('Permeability', 'reservoirpressure', 'viscosity', 'porosity')",flowrate,2136
2137,"('Ambition', 'conscientiousness', 'skill', 'support')",progress,2137
2138,"('Age', 'diet', 'exercise', 'genetics')",health,2138
2139,"('Input', 'hiddenlayers', 'nonlinearity', 'output')",prediction,2139
2140,"('Grainsize', 'heattreatment', 'composition', 'defects')",toughness,2140
2141,"('Supply', 'demand', 'marketing', 'quality')",sales,2141
2142,"('Vision', 'strategy', 'leadership', 'culture')",success,2142
2143,"('Creativity', 'skills', 'opportunity', 'effort')",innovation,2143
2144,"('Inclination', 'orbitalradius', 'orbitalspeed', 'solarwind')",magnetospherestrength,2144
2145,"('Meltingpoint', 'thermalconductivity', 'specificheatcapacity', 'density')",castingperformance,2145
2146,"('Amplitude', 'phase', 'frequency', 'medium')",interference,2146
2147,"('Riskappetite', 'marketvolatility', 'assetcorrelation', 'regulations')",portfolioperformance,2147
2148,"('Contamination', 'temperature', 'acidity', 'starterculture')",flavor,2148
2149,"('Diet', 'genetics', 'activitylevel', 'recovery')",athleticperformance,2149
2150,"('Complexity', 'testing', 'security', 'scalability')",softwarequality,2150
2151,"('Availablemoisture', 'rootdepth', 'nutrients', 'competition')",netproduction,2151
2152,"('Accuracy', 'logic', 'comprehensiveness', 'clarity')",argumentquality,2152
2153,"('Attention', 'sensorythresholds', 'distractions', 'incentives')",taskengagement,2153
2154,"('Loyalty', 'satisfaction', 'alternatives', 'switchingcosts')",retention,2154
2155,"('Thickness', 'layers', 'padding', 'responsiveness')",impactabsorption,2155
2156,"('Firingtemperature', 'glazeingredients', 'atmosphere', 'thickness')",color,2156
2157,"('Viscosity', 'agitation', 'binderratio', 'curingmethod')",strength,2157
2158,"('Neuromodulators', 'neuralnoise', 'networktopology', 'stimuli')",memoryconsolidation,2158
2159,"('Particlesize', 'porosity', 'tortuosity', 'constrictivity')",permeability,2159
2160,"('Strength', 'weight', 'aerodynamics', 'fuelefficiency')",range,2160
2161,"('Conditioning', 'corestrength', 'flexibility', 'mechanics')",injuryresilience,2161
2162,"('Transistors', 'instructions', 'memory', 'throughput')",computingpower,2162
2163,"('Imagination', 'knowledge', 'criticalthinking', 'communication')",creativity,2163
2164,"('Gravity', 'launchangle', 'spinrate', 'clubstiffness')",carrydistance,2164
2165,"('Acidity', 'sugars', 'mouthfeel', 'aroma')",winequality,2165
2166,"('Seedingrate', 'rainfall', 'pests', 'nutrients')",yield,2166
2167,"('Displayresolution', 'GPUpower', 'refreshrate', 'ergonomics')",immersion,2167
2168,"('Aperture', 'ISO', 'shutterspeed', 'stabilization')",imagesharpness,2168
2169,"('Topology', 'lossfunction', 'batches', 'epochs')",accuracy,2169
2170,"('Ideas', 'execution', 'timing', 'marketfit')",success,2170
2171,"('Sleep', 'nutrition', 'relationships', 'purpose')",wellbeing,2171
2172,"('Curiosity', 'grit', 'mindfulness', 'empathy')",wisdom,2172
2173,"('Leadership', 'culture', 'transparency', 'incentives')",trust,2173
2174,"('Length', 'Width', 'Height', 'Weight')",Volume,2174
2175,"('Rainfall', 'Temperature', 'Humidity', 'Sunlight')",CropYield,2175
2176,"('Ingredients', 'MixingTime', 'BakingTime', 'OvenTemp')",CakeQuality,2176
2177,"('StudyHours', 'Attendance', 'PastScores', 'ClassDifficulty')",ExamScore,2177
2178,"('MortgageRate', 'Income', 'Debt', 'CreditScore')",LoanApproval,2178
2179,"('Acceleration', 'Mass', 'Friction', 'Inclines')",FinalVelocity,2179
2180,"('Population', 'Resources', 'Technology', 'Education')",EconomicGrowth,2180
2181,"('PracticeHours', 'Technique', 'EquipmentQuality', 'Competition')",TournamentPlacement,2181
2182,"('BatteryLife', 'ScreenSize', 'RAM', 'CPUSpeed')",PhonePerformance,2182
2183,"('Winds', 'OceanTemperature', 'Location', 'Season')",HurricaneSeverity,2183
2184,"('Fat', 'Protein', 'Carbs', 'Fiber')",CalorieCount,2184
2185,"('Age', 'MedicalHistory', 'Symptoms', 'Tests')",Diagnosis,2185
2186,"('Size', 'Weight', 'BiteForce', 'ArmorThickness')",CombatAbility,2186
2187,"('AdsSeen', 'Income', 'Savings', 'ImpulseControl')",UnplannedBuys,2187
2188,"('CloudCover', 'DewPoint', 'WindSpeed', 'Elevation')",PrecipitationType,2188
2189,"('NumberofChildren', 'CommuteDistance', 'EnergyUse', 'HomeSize')",CarbonFootprint,2189
2190,"('NumberofEmployees', 'OfficeSize', 'Equipment', 'Management')",CompanyProfitability,2190
2191,"('ColorIntensity', 'FlavorProfile', 'Acidity', 'Sweetness')",WineRating,2191
2192,"('Inflation', 'Unemployment', 'GDPGrowth', 'MoneySupply')",InterestRates,2192
2193,"('Altitude', 'EngineThrust', 'PayloadWeight', 'FuelReserves')",LaunchSuccess,2193
2194,"('Genetics', 'Diet', 'Exercise', 'ToxinExposure')",LifeExpectancy,2194
2195,"('FarmAcreage', 'Irrigation', 'SoilQuality', 'Equipment')",CropYield,2195
2196,"('ServiceQuality', 'MenuVariety', 'Price', 'Location')",RestaurantRevenue,2196
2197,"('TeamCohesion', 'Coaching', 'IndividualTalent', 'Motivation')",ChampionshipWins,2197
2198,"('LightExposure', 'Fertilization', 'Temperature', 'PestControl')",CropQuality,2198
2199,"('Commutetime', 'Gasprice', 'Carage', 'Milesdriven')",Carvalue,2199
2200,"('Ingredientcost', 'Laborcost', 'Rent', 'Utilities')",Restaurantprofit,2200
2201,"('Cottonprice', 'Dyeprice', 'Electricitycost', 'Laborwages')",Shirtprice,2201
2202,"('Wheatprice', 'Millingcost', 'Packagingcost', 'Transportcost')",Breadprice,2202
2203,"('Cocoaprice', 'Sugarprice', 'Milkprice', 'Laborcost')",Chocolatebarprice,2203
2204,"('Lumberprice', 'Hardwarecost', 'Laborwages', 'Permitfees')",Houseprice,2204
2205,"('Partscost', 'Laborhours', 'Electricityuse', 'Factorysize')",Productprice,2205
2206,"('Temperature', 'Rainfall', 'Soilquality', 'Fertilizerused')",Cropyield,2206
2207,"('Studytime', 'Classattendance', 'Bookcosts', 'Tuitionfees')",Testscores,2207
2208,"('Woolprice', 'Dyecosts', 'Electricityfees', 'Laborwages')",Carpetprice,2208
2209,"('Steelprice', 'Plasticprice', 'Laborwages', 'Factoryoverheads')",Carprice,2209
2210,"('Mortgagerate', 'Housesize', 'Landvalue', 'Constructioncost')",Houseprice,2210
2211,"('Ingredientcost', 'Chefwages', 'Rent', 'Utilities')",Mealprice,2211
2212,"('Length', 'Width', 'Lumbergrade', 'Laborhours')",Deckingprice,2212
2213,"('Fatcontent', 'Proteincontent', 'Vitamincontent', 'Mineralcontent')",Milkprice,2213
2214,"('Cloudcover', 'Temperature', 'Windspeed', 'Generatorefficiency')",Turbineenergyoutput,2214
2215,"('Pollutionlevel', 'Governmentregulation', 'Filteringcosts', 'Finespaid')",Factoryprofitability,2215
2216,"('Artistfame', 'Canvasprice', 'Paintprices', 'Studiorent')",Paintingprice,2216
2217,"('Goldpurity', 'Diamondsize', 'Craftsmanshipcost', 'Storeoverhead')",Jewelryprice,2217
2218,"('Screensize', 'RAMamount', 'CPUspeed', 'Manufacturingcost')",Computerprice,2218
2219,"('Threadcount', 'Dyecosts', 'Electricityuse', 'Laborwages')",Sheetprice,2219
2220,"('Caffeineamount', 'Milkcosts', 'Cupcosts', 'Laborwages')",Coffeeprice,2220
2221,"('Songlength', 'Musicianpay', 'Studiofees', 'Distributioncost')",Albumprice,2221
2222,"('Pagecount', 'Inkcosts', 'Bindingfee', 'Authoradvance')",Bookprice,2222
2223,"('Cablecosts', 'Equipmentfees', 'Laborwages', 'Licensingfees')",Internetprice,2223
2224,"('Meatcosts', 'Buncosts', 'Laborwages', 'Rent')",Burgerprice,2224
2225,"('Length', 'Complexity', 'Setdesigncost', 'Actorpay')",Moviebudget,2225
2226,"('Housesize', 'Landvalue', 'Materialcosts', 'Laborfees')",Houseprice,2226
2227,"('Fatcontent', 'Additivecosts', 'Packaging', 'Transport')",Cheeseprice,2227
2228,"('Cottoncosts', 'Dyejobexpense', 'Electricityuse', 'Laborhours')",T,2228
2229,"('Cocoabeanquality', 'Milkprices', 'Sugarprices', 'Laborhours')",Candybarprice,2229
2230,"('Producequality', 'Recipecomplexity', 'Kitchentools', 'Chefhours')",Mealprice,2230
2231,"('Woolquality', 'Dyecosts', 'Electricityfees', 'Laborwages')",Sweaterprice,2231
2232,"('Metalpurity', 'Plasticquality', 'Factoryoverheads', 'Buildhours')",Carprice,2232
2233,"('Mortgageterms', 'Homesquarefootage', 'Propertytaxes', 'Cashdown')",Monthlypayment,2233
2234,"('Length', 'Difficulty', 'Guidefees', 'Gearrental')",Hikecosts,2234
2235,"('Lumbergrade', 'Nails&hardware', 'Tools&equipment', 'Laborhours')",Deckprice,2235
2236,"('Peninsulafootage', 'Foundationtype', 'Fixturesexpense', 'Buildtime')",Housecost,2236
2237,"('Cloudiness', 'Temperature', 'Generatorefficiency', 'Maintenanceneeds')",Energyoutput,2237
2238,"('Emissionslevel', 'Scrubbercosts', 'Monitoringrequirements', 'Productiontime')",Profitmargin,2238
2239,"('Paintcosts', 'Canvasexpense', 'Studiofees', 'Brushquality')",Artworkprice,2239
2240,"('Karat', 'Cutquality', 'Craftsmanship', 'Jewelermargin')",Ringprice,2240
2241,"('Screenresolution', 'RAM', 'GPUspeed', 'Assemblycost')",Laptopprice,2241
2242,"('Threadcount', 'Dyejobcost', 'Electricityuse', 'Laborhours')",Bedsheetsprice,2242
2243,"('Coffeebeanquality', 'Milkcosts', 'Cupexpense', 'Brewingtime')",Latteprice,2243
2244,"('Wordcount', 'Editing', 'Coverdesign', 'Marketing')",Bookprice,2244
2245,"('Equipmentcosts', 'Laborfees', 'Licensing', 'Customerservice')",Internetprice,2245
2246,"('Beefcosts', 'Bunexpense', 'Laborhours', 'Restaurantoverheads')",Burgerprice,2246
2247,"('Runtime', 'Specialeffects', 'Leadactorpay', 'Crewsize')",Moviebudget,2247
2248,"('Squarefootage', 'Amenities', 'Location', 'Maintenance')",Rentprice,2248
2249,"('Teachercount', 'Supplies', 'Maintenance', 'Administration')",Perpupilspending,2249
2250,"('Housesize', 'Yardspace', 'Materialexpense', 'Laborcost')",Purchaseprice,2250
2251,"('Milkquality', 'Storagemethod', 'Transport', 'Packaging')",Cheeseprice,2251
2252,"('Fabricblend', 'Stitchingmethod', 'Electricityuse', 'Laborhours')",Coatprice,2252
2253,"('Cocoasolidpercentage', 'Additivesused', 'Factoryoverheads', 'Productiontime')",Candyexpense,2253
2254,"('Ingredientquality', 'Appliancecost', 'Recipecomplexity', 'Cooktime')",Dinnerprice,2254
2255,"('Woolthickness', 'Dyeused', 'Electricitycost', 'Laborhours')",Blanketexpense,2255
2256,"('Enginesize', 'Interiordetails', 'Factoryutilities', 'Buildtime')",Vehicleprice,2256
2257,"('Interestrate', 'Loanterm', 'Homeinspection', 'Legalfees')",Monthlypayment,2257
2258,"('Traildistance', 'Guidecost', 'Permitneed', 'Gearrental')",Hikingexpense,2258
2259,"('Woodgrade', 'Hardware', 'Toolsused', 'Buildtime')",Deckprice,2259
2260,"('Lotsize', 'Foundationstyle', 'Finishingsused', 'Constructiontime')",Homeprice,2260
2261,"('Turbinemaintenance', 'Transmissionefficiency', 'Permittingcost', 'Generatorproductivity')",Energyprice,2261
2262,"('Filterexpense', 'Monitoringneeds', 'Productionloss', 'Legalexposure')",Companyearnings,2262
2263,"('Paintquality', 'Brushcost', 'Studiorent', 'Effortlevel')",Artsalerevenue,2263
2264,"('Stoneclarity', 'Settingcomplexity', 'Jewelerskill', 'Shopoverhead')",Ringmarketvalue,2264
2265,"('Displayresolution', 'CPUspeed', 'Constructiontechnique', 'Testingprotocols')",Laptopretailprice,2265
2266,"('Cottonquality', 'Dyechoice', 'Electricityusage', 'Employeewages')",Sheetswholesaleprice,2266
2267,"('Beanorigin', 'Milktype', 'Cupsize', 'Baristaskill')",Coffeeshopprofitability,2267
2268,"('Editorsalary', 'Coverdesign', 'Marketingbudget', 'Authorroyalty')",Bookstoreincome,2268
2269,"('Modemtechnology', 'Cablematerials', 'Technicianwages', 'Customersupportoverhead')",Monthlysubscriptioncost,2269
2270,"('Meatgrade', 'Bunsource', 'Cookskill', 'Franchisefees')",Burgerrestaurantmargin,2270
2271,"('CGIbudget', 'Starpower', 'Crewsize', 'Distributiondeal')",Moviereturnoninvestment,2271
2272,"('Apartmentsize', 'Amenitiesoffered', 'Insurancecost', 'Managementfees')",Annualrentamount,2272
2273,"('Teachereducationlevel', 'Classroommaterials', 'Maintenancepersonnel', 'Administrationsalaries')",Annualschoolbudget,2273
2274,"('Homesquarefootage', 'Yardupgrades', 'Contractorfees', 'Architectcharges')",Resalevalue,2274
2275,"('Milkfatpercentage', 'Refrigerationneed', 'Shippingmethod', 'Packagingmaterial')",Cheesewholesaleamount,2275
2276,"('Fabricweavestyle', 'Stitchingtechnique', 'Electricbill', 'Payrollexpense')",Overcoatretailprice,2276
2277,"('Cacaopercentage', 'Emulsifierused', 'Factorylease', 'Equipmentcost')",Candybarprofitmargin,2277
2278,"('Ingredientexpense', 'Kitchentools', 'Recipeintricacy', 'Preplabor')",Dinnerpartybudget,2278
2279,"('Woolweight', 'Dyebrand', 'Electricfees', 'Employeepay')",Winterblanketretailcost,2279
2280,"('Enginedisplacement', 'Interiortrimlevel', 'Factorymortgage', 'Roboticsinvestment')",CarMSRP,2280
2281,"('Interestamount', 'Closingtimeline', 'Inspectorexpense', 'Legalreview')",Mortgagetotalpayback,2281
2282,"('Trailmileage', 'Guidewage', 'Permitcost', 'Rentalgearoverhead')",Multi,2282
2283,"('Lumberquality', 'Nailsandhardware', 'Powertoolfleet', 'Carpenterrate')",Backdeckbid,2283
2284,"('Landacreage', 'Foundationchoices', 'Interiorfinishes', 'Generalcontractorfee')",Customhomemarketprice,2284
2285,"('Turbineupkeep', 'Gridinfrastructure', 'Permittingprocess', 'Operatorsalary')",Renewablepowernetincome,2285
2286,"('Pollutioncontrols', 'Monitoringarrays', 'Productioncapacity', 'Legalcounselrates')",Factoryearningsreport,2286
2287,"('Artistpaintexpenses', 'Canvassizing', 'Studioarea', 'Brushcollection')",Completedpaintingauctionvalue,2287
2288,"('Diamondcolor', 'Preciousmetalchoices', 'Jewelrytools', 'Shoplease')",Customringcommission,2288
2289,"('Screenpixeldensity', 'Processormodel', 'Assemblytechnique', 'Qualitytesting')",Laptopconsumerprice,2289
2290,"('Threadcount', 'Dyeselection', 'Electricbill', 'Employeesalaries')",Bedsheetsretailamount,2290
2291,"('Beangrowingregion', 'Milkvariety', 'Cupsize', 'Baristaexpertise')",Gourmetcoffeenetrevenue,2291
2292,"('Editorexperience', 'Coverdesigncost', 'Marketingplan', 'Authorbrandpower')",Bookunitprofit,2292
2293,"('Equipmentstandards', 'Cablematerials', 'Techniciancertifications', 'Callcentersize')",Internetsubscriptionmarketprice,2293
2294,"('Beefgrade', 'Bunsource', 'Cookskilllevel', 'Franchisemodel')",Hamburgerprofitmargin,2294
2295,"('Visualeffectstechnology', 'Actorcompensation', 'Productionstaff', 'Distributionagreements')",Boxofficeticketsales,2295
2296,"('Unitsquarefootage', 'Buildingamenities', 'Insurancerequirements', 'Managementoverhead')",Monthlyrentcheckamount,2296
2297,"('Teacherstudentratio', 'Classroommaterials', 'Maintenancestaff', 'Administrationcosts')",Perstudentexpenditure,2297
2298,"('Treeheight', 'Trunkdiameter', 'Leafarea', 'Canopydensity')",Timbervolume,2298
2299,"('Length', 'Width', 'Height', 'Weight')",Shippingcost,2299
2300,"('Rainfall', 'Temperature', 'Soilmoisture', 'Sunlight')",Cropyield,2300
2301,"('Studyhours', 'Prepcourses', 'Testanxiety', 'IQ')",Examscore,2301
2302,"('Age', 'Income', 'Debt', 'Assets')",Creditscore,2302
2303,"('Acceleration', 'Mass', 'Friction', 'Gravity')",Stoppingdistance,2303
2304,"('Practicetime', 'Coordination', 'Flexibility', 'Balance')",Routinescore,2304
2305,"('Fat', 'Protein', 'Carbs', 'Fiber')",Calories,2305
2306,"('Hardness', 'Conductivity', 'Luster', 'Streakcolor')",Mineraltype,2306
2307,"('Latitude', 'Altitude', 'Cloudcover', 'Windspeed')",Temperature,2307
2308,"('Frequency', 'Volume', 'Tempo', 'Key')",Songpopularity,2308
2309,"('Principal', 'Interestrate', 'Term', 'Creditscore')",Loanapproval,2309
2310,"('Size', 'Weight', 'Speed', 'Armor')",Combateffectiveness,2310
2311,"('Legroom', 'Seatwidth', 'Amenities', 'Customerservice')",Airlinerating,2311
2312,"('CameraMP', 'Lensquality', 'LowlightISO', 'Burstspeed')",Photoquality,2312
2313,"('Foundationtype', 'Rooftype', 'Windowefficiency', 'Insulationrating')",Energyefficiency,2313
2314,"('Fatherheight', 'Motherheight', 'Diet', 'Physicalactivity')",Childheight,2314
2315,"('levels', 'Methaneemissions', 'Particulates', 'Ozone')",Airqualityindex,2315
2316,"('Bitterness', 'Sweetness', 'Carbonation', 'Color')",Sodapreference,2316
2317,"('R&Dspending', 'Patentsheld', 'Talentpool', 'Leadership')",Innovationrating,2317
2318,"('Racepace', 'Endurance', 'Technique', 'Coursedifficulty')",Marathontime,2318
2319,"('Velocity', 'Angle', 'Distance', 'Gravity')",Projectilerange,2319
2320,"('Furcolor', 'Eyecolor', 'Taillength', 'Lifestage')",Offspringtraits,2320
2321,"('Commutetime', 'Salary', 'Leavetime', 'Officeculture')",Jobsatisfaction,2321
2322,"('Legstrength', 'Armstrength', 'Speed', 'Agility')",Athleticperformance,2322
2323,"('Housingsupply', 'Jobgrowth', 'Infrastructure', 'Taxrates')",Migrationrate,2323
2324,"('Heartrate', 'Bloodpressure', 'Cholesterol', 'Bloodsugar')",Cardiacrisk,2324
2325,"('Salescalls', 'Emailssent', 'Socialmediaposts', 'Adspend')",Leadgeneration,2325
2326,"('Threadcount', 'Fabricweight', 'Softness', 'Durability')",Sheetquality,2326
2327,"('Noiselevels', 'Lightpollution', 'Airquality', 'Waterquality')",Habitatsuitability,2327
2328,"('Weight', 'Displacement', 'Enginepower', 'Hulldesign')",Topspeed,2328
2329,"('Pilotskill', 'Aircraftagility', 'Payloadcapacity', 'Avionicssuite')",Missionsuccessrate,2329
2330,"('Fatcontent', 'Proteincontent', 'Moisture', 'pH')",Cheesequality,2330
2331,"('Velocity', 'Spinrate', 'Launchangle', 'Batspeed')",Homerundistance,2331
2332,"('Wingspan', 'Leglength', 'Beakshape', 'Feathercoloration')",Migratoryrange,2332
2333,"('Acidity', 'Tannins', 'Body', 'Finishlength')",Winerating,2333
2334,"('Threads', 'Clockspeed', 'Cores', 'Cachesize')",Computingpower,2334
2335,"('Oventemperature', 'Prooftime', 'Hydration', 'Saltcontent')",Breadquality,2335
2336,"('Wheelalignment', 'Tirepressure', 'Brakepads', 'Shockabsorbers')",Handling,2336
2337,"('Bass', 'Treble', 'Midrange', 'Soundstage')",Audiofidelity,2337
2338,"('Cleancommits', 'Responsiveness', 'Uptime', 'Supportchannels')",Hostingquality,2338
2339,"('Sprintingspeed', 'Changeofdirection', 'Verticalleap', 'Strength')",NFLdraftstock,2339
2340,"('Morningmood', 'Diet', 'Exerciseduration', 'Sleepquality')",Dailyproductivity,2340
2341,"('Asphalting', 'Concretework', 'Framing', 'Plumbing')",Constructionquality,2341
2342,"('Herohealing', 'Herodamage', 'Towerarmor', 'Mapcontrol')",MOBAwinrate,2342
2343,"('Bassabundance', 'Waterflow', 'Coveravailability', 'Foodsupply')",Anglercatchrate,2343
2344,"('Nitrogencontent', 'Irrigation', 'Aeration', 'Sunlight')",Turfquality,2344
2345,"('Driverrating', 'Teamresources', 'Cardesign', 'Pitcrew')",Racefinishingposition,2345
2346,"('Processorspeed', 'RAMcapacity', 'GPUpower', 'Screenresolution')",Gamingperformance,2346
2347,"('Meltingtemperature', 'Thermalconductivity', 'Electricalresistivity', 'Density')",Alloyusefulness,2347
2348,"('Brightness', 'Contrastratio', 'Viewingangle', 'Refreshrate')",Displayquality,2348
2349,"('Basscomplexity', 'Harmony', 'Melody', 'Crescendo')",Playlistengagement,2349
2350,"('Cloudcover', 'Barometricpressure', 'Windspeed', 'Oceantemperature')",Wavesize,2350
2351,"('Flourprotein', 'Saltcontent', 'Prooftime', 'Ovenspring')",Bagelchewiness,2351
2352,"('hoursstudied', 'tutorsupport', 'practiceteststaken', 'financialneed')",scholarshipamount,2352
2353,"('pulserate', 'bloodoxygen', 'lungcapacity', 'recoverytime')",racepacesustainability,2353
