input,target,trial_id,task_id
"[260.0, 13.0, 26.0]",nutritionalcontents,10,435
"[380.0, 21.0, 38.0]",dietarycomponents,11,435
"[230.0, 9.0, 23.0]",nutritionalcontents,12,435
"[310.0, 17.0, 31.0]",nutritionalcontents,13,435
"[290.0, 15.0, 29.0]",nutritionalcontents,14,435
"[410.0, 22.0, 40.0]",dietarycomponents,15,435
"[270.0, 14.0, 27.0]",nutritionalcontents,16,435
"[330.0, 18.0, 33.0]",nutritionalcontents,17,435
"[250.0, 12.0, 25.0]",nutritionalcontents,18,435
"[390.0, 20.0, 39.0]",dietarycomponents,19,435
"[280.0, 16.0, 28.0]",nutritionalcontents,20,435
"[420.0, 23.0, 41.0]",dietarycomponents,21,435
"[240.0, 11.0, 24.0]",nutritionalcontents,22,435
"[340.0, 19.0, 34.0]",nutritionalcontents,23,435
"[300.0, 17.0, 30.0]",nutritionalcontents,24,435
"[440.0, 24.0, 42.0]",dietarycomponents,25,435
"[290.0, 15.0, 29.0]",nutritionalcontents,26,435
"[360.0, 20.0, 36.0]",dietarycomponents,27,435
"[260.0, 13.0, 26.0]",nutritionalcontents,28,435
"[380.0, 21.0, 38.0]",dietarycomponents,29,435
"[230.0, 10.0, 23.0]",nutritionalcontents,30,435
"[410.0, 22.0, 40.0]",dietarycomponents,31,435
"[270.0, 14.0, 27.0]",nutritionalcontents,32,435
"[390.0, 20.0, 39.0]",dietarycomponents,33,435
"[250.0, 12.0, 25.0]",nutritionalcontents,34,435
"[430.0, 23.0, 41.0]",dietarycomponents,35,435
"[280.0, 16.0, 28.0]",nutritionalcontents,36,435
"[400.0, 21.0, 40.0]",dietarycomponents,37,435
"[240.0, 11.0, 24.0]",nutritionalcontents,38,435
"[370.0, 20.0, 37.0]",dietarycomponents,39,435
"[290.0, 15.0, 29.0]",nutritionalcontents,40,435
"[420.0, 23.0, 41.0]",dietarycomponents,41,435
"[260.0, 13.0, 26.0]",nutritionalcontents,42,435
"[380.0, 21.0, 38.0]",dietarycomponents,43,435
"[230.0, 10.0, 23.0]",nutritionalcontents,44,435
"[410.0, 22.0, 40.0]",dietarycomponents,45,435
"[270.0, 14.0, 27.0]",nutritionalcontents,46,435
"[390.0, 20.0, 39.0]",dietarycomponents,47,435
"[250.0, 12.0, 25.0]",nutritionalcontents,48,435
"[440.0, 24.0, 42.0]",dietarycomponents,49,435
"[280.0, 16.0, 28.0]",nutritionalcontents,50,435
"[360.0, 20.0, 36.0]",dietarycomponents,51,435
"[240.0, 11.0, 24.0]",nutritionalcontents,52,435
"[430.0, 23.0, 41.0]",dietarycomponents,53,435
"[290.0, 15.0, 29.0]",nutritionalcontents,54,435
"[400.0, 21.0, 40.0]",dietarycomponents,55,435
"[260.0, 13.0, 26.0]",nutritionalcontents,56,435
"[420.0, 23.0, 41.0]",dietarycomponents,57,435
"[230.0, 10.0, 23.0]",nutritionalcontents,58,435
"[380.0, 21.0, 38.0]",dietarycomponents,59,435
"[270.0, 14.0, 27.0]",nutritionalcontents,60,435
"[410.0, 22.0, 40.0]",dietarycomponents,61,435
"[250.0, 12.0, 25.0]",nutritionalcontents,62,435
"[390.0, 20.0, 39.0]",dietarycomponents,63,435
"[280.0, 16.0, 28.0]",nutritionalcontents,64,435
"[440.0, 24.0, 42.0]",dietarycomponents,65,435
"[240.0, 11.0, 24.0]",nutritionalcontents,66,435
"[370.0, 20.0, 37.0]",dietarycomponents,67,435
"[290.0, 15.0, 29.0]",nutritionalcontents,68,435
"[430.0, 23.0, 41.0]",dietarycomponents,69,435
"[260.0, 13.0, 26.0]",nutritionalcontents,70,435
"[380.0, 21.0, 38.0]",dietarycomponents,71,435
"[230.0, 10.0, 23.0]",nutritionalcontents,72,435
"[410.0, 22.0, 40.0]",dietarycomponents,73,435
"[270.0, 14.0, 27.0]",nutritionalcontents,74,435
"[400.0, 21.0, 40.0]",dietarycomponents,75,435
"[250.0, 12.0, 25.0]",nutritionalcontents,76,435
"[420.0, 23.0, 41.0]",dietarycomponents,77,435
"[280.0, 16.0, 28.0]",nutritionalcontents,78,435
"[390.0, 20.0, 39.0]",dietarycomponents,79,435
"[240.0, 11.0, 24.0]",nutritionalcontents,80,435
"[440.0, 24.0, 42.0]",dietarycomponents,81,435
"[290.0, 15.0, 29.0]",nutritionalcontents,82,435
"[360.0, 20.0, 36.0]",dietarycomponents,83,435
"[260.0, 13.0, 26.0]",nutritionalcontents,84,435
"[380.0, 21.0, 38.0]",dietarycomponents,85,435
"[230.0, 10.0, 23.0]",nutritionalcontents,86,435
"[410.0, 22.0, 40.0]",dietarycomponents,87,435
"[270.0, 14.0, 27.0]",nutritionalcontents,88,435
"[430.0, 23.0, 41.0]",dietarycomponents,89,435
"[250.0, 12.0, 25.0]",nutritionalcontents,90,435
"[400.0, 21.0, 40.0]",dietarycomponents,91,435
"[280.0, 16.0, 28.0]",nutritionalcontents,92,435
"[420.0, 23.0, 41.0]",dietarycomponents,93,435
"[240.0, 11.0, 24.0]",nutritionalcontents,94,435
"[440.0, 24.0, 42.0]",dietarycomponents,95,435
"[290.0, 15.0, 29.0]",nutritionalcontents,96,435
"[370.0, 20.0, 37.0]",dietarycomponents,97,435
"[260.0, 13.0, 26.0]",nutritionalcontents,98,435
"[390.0, 20.0, 39.0]",dietarycomponents,99,435
"[0.2, 0.5, 0.8]",musicelements,0,436
"[0.4, 0.3, 0.6]",genres,1,436
"[0.1, 0.9, 0.4]",musicelements,2,436
"[0.7, 0.2, 0.9]",genres,3,436
"[0.3, 0.8, 0.1]",musicelements,4,436
"[0.9, 0.6, 0.3]",genres,5,436
"[0.6, 0.4, 0.7]",musicelements,6,436
"[0.5, 0.1, 0.2]",genres,7,436
"[0.8, 0.7, 0.5]",musicelements,8,436
"[0.2, 0.6, 0.9]",genres,9,436
"[0.4, 0.8, 0.3]",musicelements,10,436
"[0.1, 0.5, 0.6]",genres,11,436
"[0.7, 0.9, 0.4]",musicelements,12,436
"[0.3, 0.2, 0.8]",genres,13,436
"[0.6, 0.1, 0.5]",musicelements,14,436
"[0.9, 0.4, 0.7]",genres,15,436
"[0.5, 0.3, 0.2]",musicelements,16,436
"[0.2, 0.8, 0.9]",genres,17,436
"[0.8, 0.6, 0.1]",musicelements,18,436
"[0.4, 0.9, 0.5]",genres,19,436
"[0.1, 0.7, 0.3]",musicelements,20,436
"[0.6, 0.5, 0.4]",genres,21,436
"[0.3, 0.1, 0.8]",musicelements,22,436
"[0.9, 0.2, 0.6]",genres,23,436
"[0.7, 0.4, 0.9]",musicelements,24,436
"[0.5, 0.6, 0.1]",genres,25,436
"[0.2, 0.9, 0.7]",musicelements,26,436
"[0.8, 0.3, 0.5]",genres,27,436
"[0.4, 0.1, 0.2]",musicelements,28,436
"[0.6, 0.8, 0.4]",genres,29,436
"[0.9, 0.5, 0.3]",musicelements,30,436
"[0.1, 0.4, 0.6]",genres,31,436
"[0.7, 0.2, 0.9]",musicelements,32,436
"[0.3, 0.6, 0.8]",genres,33,436
"[0.5, 0.9, 0.1]",musicelements,34,436
"[0.2, 0.7, 0.5]",genres,35,436
"[0.8, 0.1, 0.4]",musicelements,36,436
"[0.4, 0.3, 0.9]",genres,37,436
"[0.6, 0.5, 0.2]",musicelements,38,436
"[0.9, 0.8, 0.6]",genres,39,436
"[0.1, 0.2, 0.7]",musicelements,40,436
"[0.7, 0.6, 0.3]",genres,41,436
"[0.3, 0.4, 0.8]",musicelements,42,436
"[0.5, 0.1, 0.9]",genres,43,436
"[0.2, 0.3, 0.5]",musicelements,44,436
"[0.8, 0.7, 0.2]",genres,45,436
"[0.4, 0.9, 0.6]",musicelements,46,436
"[0.6, 0.2, 0.8]",genres,47,436
"[0.9, 0.1, 0.4]",musicelements,48,436
"[0.7, 0.5, 0.3]",genres,49,436
"[0.3, 0.8, 0.1]",musicelements,50,436
"[0.2, 0.4, 0.9]",genres,51,436
"[0.5, 0.6, 0.7]",musicelements,52,436
"[0.1, 0.3, 0.5]",genres,53,436
"[0.8, 0.2, 0.6]",musicelements,54,436
"[0.4, 0.1, 0.8]",genres,55,436
"[0.6, 0.9, 0.3]",musicelements,56,436
"[0.7, 0.8, 0.2]",genres,57,436
"[0.3, 0.5, 0.4]",musicelements,58,436
"[0.2, 0.6, 0.1]",genres,59,436
"[0.9, 0.7, 0.5]",musicelements,60,436
"[0.5, 0.2, 0.9]",genres,61,436
"[0.4, 0.8, 0.6]",musicelements,62,436
"[0.1, 0.9, 0.3]",genres,63,436
"[0.7, 0.1, 0.8]",musicelements,64,436
"[0.3, 0.4, 0.5]",genres,65,436
"[0.2, 0.5, 0.7]",musicelements,66,436
"[0.8, 0.6, 0.9]",genres,67,436
"[0.6, 0.3, 0.2]",musicelements,68,436
"[0.9, 0.1, 0.4]",genres,69,436
"[0.5, 0.7, 0.6]",musicelements,70,436
"[0.4, 0.2, 0.8]",genres,71,436
"[0.1, 0.5, 0.9]",musicelements,72,436
"[0.7, 0.3, 0.1]",genres,73,436
"[0.3, 0.9, 0.5]",musicelements,74,436
"[0.2, 0.8, 0.6]",genres,75,436
"[0.8, 0.4, 0.7]",musicelements,76,436
"[0.6, 0.1, 0.3]",genres,77,436
"[0.9, 0.5, 0.2]",musicelements,78,436
"[0.5, 0.6, 0.8]",genres,79,436
"[0.4, 0.7, 0.1]",musicelements,80,436
"[0.1, 0.2, 0.9]",genres,81,436
"[0.7, 0.4, 0.5]",musicelements,82,436
"[0.3, 0.8, 0.6]",genres,83,436
"[0.2, 0.1, 0.7]",musicelements,84,436
"[0.9, 0.3, 0.4]",genres,85,436
"[0.6, 0.5, 0.2]",musicelements,86,436
"[0.5, 0.9, 0.8]",genres,87,436
"[0.8, 0.2, 0.6]",musicelements,88,436
"[0.4, 0.6, 0.3]",genres,89,436
"[0.1, 0.7, 0.5]",musicelements,90,436
"[0.7, 0.3, 0.9]",genres,91,436
"[0.3, 0.1, 0.4]",musicelements,92,436
"[0.2, 0.5, 0.8]",genres,93,436
"[0.9, 0.8, 0.6]",musicelements,94,436
"[0.6, 0.2, 0.7]",genres,95,436
"[0.5, 0.4, 0.3]",musicelements,96,436
"[0.4, 0.9, 0.1]",genres,97,436
"[0.7, 0.6, 0.5]",musicelements,98,436
"[0.3, 0.8, 0.2]",genres,99,436
"[45.0, 40.0, 80.0]",languageskills,0,437
"[75.0, 65.0, 55.0]",languageskills,1,437
"[35.0, 30.0, 90.0]",languageskills,2,437
"[60.0, 58.0, 45.0]",languageskills,3,437
"[80.0, 75.0, 60.0]",languageskills,4,437
"[40.0, 50.0, 85.0]",languageskills,5,437
"[55.0, 60.0, 50.0]",languageskills,6,437
"[90.0, 80.0, 70.0]",languageskills,7,437
"[50.0, 45.0, 75.0]",languageskills,8,437
"[65.0, 70.0, 58.0]",languageskills,9,437
"[30.0, 35.0, 95.0]",languageskills,10,437
"[85.0, 90.0, 65.0]",languageskills,11,437
"[45.0, 50.0, 80.0]",languageskills,12,437
"[70.0, 65.0, 55.0]",languageskills,13,437
"[58.0, 60.0, 45.0]",languageskills,14,437
"[95.0, 90.0, 80.0]",languageskills,15,437
"[50.0, 55.0, 85.0]",languageskills,16,437
"[65.0, 65.0, 60.0]",languageskills,17,437
"[35.0, 40.0, 95.0]",languageskills,18,437
"[80.0, 80.0, 70.0]",languageskills,19,437
"[45.0, 50.0, 75.0]",languageskills,20,437
"[90.0, 95.0, 85.0]",languageskills,21,437
"[55.0, 60.0, 50.0]",languageskills,22,437
"[70.0, 75.0, 65.0]",languageskills,23,437
"[40.0, 45.0, 85.0]",languageskills,24,437
"[85.0, 90.0, 75.0]",languageskills,25,437
"[50.0, 55.0, 80.0]",languageskills,26,437
"[65.0, 70.0, 60.0]",languageskills,27,437
"[30.0, 35.0, 95.0]",languageskills,28,437
"[95.0, 95.0, 90.0]",languageskills,29,437
"[45.0, 50.0, 80.0]",languageskills,30,437
"[75.0, 80.0, 70.0]",languageskills,31,437
"[50.0, 55.0, 85.0]",languageskills,32,437
"[70.0, 75.0, 65.0]",languageskills,33,437
"[58.0, 60.0, 50.0]",languageskills,34,437
"[80.0, 85.0, 75.0]",languageskills,35,437
"[45.0, 50.0, 75.0]",languageskills,36,437
"[65.0, 70.0, 60.0]",languageskills,37,437
"[35.0, 40.0, 95.0]",languageskills,38,437
"[90.0, 95.0, 85.0]",languageskills,39,437
"[50.0, 55.0, 80.0]",languageskills,40,437
"[70.0, 75.0, 65.0]",languageskills,41,437
"[40.0, 45.0, 85.0]",languageskills,42,437
"[85.0, 90.0, 80.0]",languageskills,43,437
"[55.0, 60.0, 55.0]",languageskills,44,437
"[75.0, 80.0, 70.0]",languageskills,45,437
"[45.0, 50.0, 80.0]",languageskills,46,437
"[65.0, 70.0, 65.0]",languageskills,47,437
"[30.0, 35.0, 95.0]",languageskills,48,437
"[95.0, 95.0, 90.0]",languageskills,49,437
"[50.0, 55.0, 85.0]",languageskills,50,437
"[70.0, 75.0, 65.0]",languageskills,51,437
"[58.0, 60.0, 50.0]",languageskills,52,437
"[80.0, 85.0, 75.0]",languageskills,53,437
"[45.0, 50.0, 75.0]",languageskills,54,437
"[65.0, 70.0, 60.0]",languageskills,55,437
"[35.0, 40.0, 95.0]",languageskills,56,437
"[90.0, 95.0, 85.0]",languageskills,57,437
"[50.0, 55.0, 80.0]",languageskills,58,437
"[70.0, 75.0, 65.0]",languageskills,59,437
"[40.0, 45.0, 85.0]",languageskills,60,437
"[85.0, 90.0, 80.0]",languageskills,61,437
"[55.0, 60.0, 55.0]",languageskills,62,437
"[75.0, 80.0, 70.0]",languageskills,63,437
"[45.0, 50.0, 80.0]",languageskills,64,437
"[65.0, 70.0, 65.0]",languageskills,65,437
"[30.0, 35.0, 95.0]",languageskills,66,437
"[95.0, 95.0, 90.0]",languageskills,67,437
"[50.0, 55.0, 85.0]",languageskills,68,437
"[70.0, 75.0, 65.0]",languageskills,69,437
"[58.0, 60.0, 50.0]",languageskills,70,437
"[80.0, 85.0, 75.0]",languageskills,71,437
"[45.0, 50.0, 75.0]",languageskills,72,437
"[65.0, 70.0, 60.0]",languageskills,73,437
"[35.0, 40.0, 95.0]",languageskills,74,437
"[90.0, 95.0, 85.0]",languageskills,75,437
"[50.0, 55.0, 80.0]",languageskills,76,437
"[70.0, 75.0, 65.0]",languageskills,77,437
"[40.0, 45.0, 85.0]",languageskills,78,437
"[85.0, 90.0, 80.0]",languageskills,79,437
"[55.0, 60.0, 55.0]",languageskills,80,437
"[75.0, 80.0, 70.0]",languageskills,81,437
"[45.0, 50.0, 80.0]",languageskills,82,437
"[65.0, 70.0, 65.0]",languageskills,83,437
"[30.0, 35.0, 95.0]",languageskills,84,437
"[95.0, 95.0, 90.0]",languageskills,85,437
"[50.0, 55.0, 85.0]",languageskills,86,437
"[70.0, 75.0, 65.0]",languageskills,87,437
"[58.0, 60.0, 50.0]",languageskills,88,437
"[80.0, 85.0, 75.0]",languageskills,89,437
"[45.0, 50.0, 75.0]",languageskills,90,437
"[65.0, 70.0, 60.0]",languageskills,91,437
"[35.0, 40.0, 95.0]",languageskills,92,437
"[90.0, 95.0, 85.0]",languageskills,93,437
"[50.0, 55.0, 80.0]",languageskills,94,437
"[70.0, 75.0, 65.0]",languageskills,95,437
"[40.0, 45.0, 85.0]",languageskills,96,437
"[85.0, 90.0, 80.0]",languageskills,97,437
"[55.0, 60.0, 55.0]",languageskills,98,437
"[75.0, 80.0, 70.0]",academicdisciplines,99,437
"[0.5, 0.3, 0.2]",earthspheres,0,438
"[0.4, 0.6, 0.1]",earthspheres,1,438
"[0.7, 0.2, 0.4]",astronomystructures,2,438
"[0.3, 0.5, 0.3]",earthspheres,3,438
"[0.9, 0.1, 0.6]",astronomystructures,4,438
"[0.2, 0.8, 0.2]",earthspheres,5,438
"[0.6, 0.4, 0.5]",astronomystructures,6,438
"[0.5, 0.3, 0.7]",astronomystructures,7,438
"[0.1, 0.9, 0.1]",earthspheres,8,438
"[0.8, 0.2, 0.9]",astronomystructures,9,438
"[0.4, 0.6, 0.8]",astronomystructures,10,438
"[0.3, 0.5, 0.1]",earthspheres,11,438
"[0.9, 0.1, 0.3]",astronomystructures,12,438
"[0.2, 0.8, 0.6]",earthspheres,13,438
"[0.7, 0.2, 0.9]",astronomystructures,14,438
"[0.5, 0.4, 0.2]",earthspheres,15,438
"[0.6, 0.5, 0.8]",astronomystructures,16,438
"[0.1, 0.9, 0.4]",earthspheres,17,438
"[0.8, 0.3, 0.6]",astronomystructures,18,438
"[0.4, 0.6, 0.9]",astronomystructures,19,438
"[0.3, 0.5, 0.7]",astronomystructures,20,438
"[0.2, 0.8, 0.5]",earthspheres,21,438
"[0.9, 0.1, 0.8]",astronomystructures,22,438
"[0.5, 0.4, 0.6]",earthspheres,23,438
"[0.7, 0.2, 0.1]",astronomystructures,24,438
"[0.1, 0.9, 0.3]",earthspheres,25,438
"[0.6, 0.5, 0.4]",astronomystructures,26,438
"[0.4, 0.6, 0.2]",earthspheres,27,438
"[0.8, 0.3, 0.9]",astronomystructures,28,438
"[0.3, 0.5, 0.5]",earthspheres,29,438
"[0.9, 0.1, 0.7]",astronomystructures,30,438
"[0.2, 0.8, 0.4]",earthspheres,31,438
"[0.7, 0.2, 0.8]",astronomystructures,32,438
"[0.5, 0.4, 0.9]",astronomystructures,33,438
"[0.1, 0.9, 0.6]",earthspheres,34,438
"[0.6, 0.5, 0.3]",astronomystructures,35,438
"[0.4, 0.6, 0.7]",astronomystructures,36,438
"[0.3, 0.5, 0.2]",earthspheres,37,438
"[0.8, 0.3, 0.4]",astronomystructures,38,438
"[0.9, 0.1, 0.5]",astronomystructures,39,438
"[0.2, 0.8, 0.9]",earthspheres,40,438
"[0.7, 0.2, 0.6]",astronomystructures,41,438
"[0.5, 0.4, 0.8]",astronomystructures,42,438
"[0.1, 0.9, 0.5]",earthspheres,43,438
"[0.6, 0.5, 0.1]",astronomystructures,44,438
"[0.4, 0.6, 0.4]",earthspheres,45,438
"[0.8, 0.3, 0.7]",astronomystructures,46,438
"[0.3, 0.5, 0.9]",astronomystructures,47,438
"[0.2, 0.8, 0.3]",earthspheres,48,438
"[0.9, 0.1, 0.2]",astronomystructures,49,438
"[0.7, 0.2, 0.5]",astronomystructures,50,438
"[0.5, 0.4, 0.3]",earthspheres,51,438
"[0.1, 0.9, 0.8]",earthspheres,52,438
"[0.6, 0.5, 0.9]",astronomystructures,53,438
"[0.4, 0.6, 0.5]",earthspheres,54,438
"[0.8, 0.3, 0.2]",astronomystructures,55,438
"[0.3, 0.5, 0.4]",earthspheres,56,438
"[0.9, 0.1, 0.9]",astronomystructures,57,438
"[0.2, 0.8, 0.7]",earthspheres,58,438
"[0.7, 0.2, 0.4]",astronomystructures,59,438
"[0.5, 0.4, 0.1]",earthspheres,60,438
"[0.1, 0.9, 0.2]",earthspheres,61,438
"[0.6, 0.5, 0.7]",astronomystructures,62,438
"[0.4, 0.6, 0.8]",astronomystructures,63,438
"[0.3, 0.5, 0.6]",earthspheres,64,438
"[0.8, 0.3, 0.5]",astronomystructures,65,438
"[0.9, 0.1, 0.4]",astronomystructures,66,438
"[0.2, 0.8, 0.8]",earthspheres,67,438
"[0.7, 0.2, 0.3]",astronomystructures,68,438
"[0.5, 0.4, 0.5]",earthspheres,69,438
"[0.1, 0.9, 0.9]",earthspheres,70,438
"[0.6, 0.5, 0.2]",astronomystructures,71,438
"[0.4, 0.6, 0.1]",earthspheres,72,438
"[0.8, 0.3, 0.8]",astronomystructures,73,438
"[0.3, 0.5, 0.8]",astronomystructures,74,438
"[0.9, 0.1, 0.6]",astronomystructures,75,438
"[0.2, 0.8, 0.2]",earthspheres,76,438
"[0.7, 0.2, 0.7]",astronomystructures,77,438
"[0.5, 0.4, 0.7]",astronomystructures,78,438
"[0.1, 0.9, 0.4]",earthspheres,79,438
"[0.6, 0.5, 0.5]",astronomystructures,80,438
"[0.4, 0.6, 0.3]",earthspheres,81,438
"[0.8, 0.3, 0.1]",astronomystructures,82,438
"[0.3, 0.5, 0.1]",earthspheres,83,438
"[0.9, 0.1, 0.8]",astronomystructures,84,438
"[0.2, 0.8, 0.6]",earthspheres,85,438
"[0.7, 0.2, 0.2]",astronomystructures,86,438
"[0.5, 0.4, 0.4]",earthspheres,87,438
"[0.1, 0.9, 0.7]",earthspheres,88,438
"[0.6, 0.5, 0.6]",astronomystructures,89,438
"[0.4, 0.6, 0.9]",astronomystructures,90,438
"[0.3, 0.5, 0.3]",earthspheres,91,438
"[0.8, 0.3, 0.4]",astronomystructures,92,438
"[0.9, 0.1, 0.3]",astronomystructures,93,438
"[0.2, 0.8, 0.5]",earthspheres,94,438
"[0.7, 0.2, 0.9]",astronomystructures,95,438
"[0.5, 0.4, 0.2]",earthspheres,96,438
"[0.1, 0.9, 0.6]",earthspheres,97,438
"[0.6, 0.5, 0.8]",astronomystructures,98,438
"[0.4, 0.6, 0.7]",astronomystructures,99,438
"[2.0, 1.0, 3.0]",chesspieces,0,439
"[4.0, 2.0, 2.0]",chesspieces,1,439
"[1.0, 3.0, 4.0]",chesspieces,2,439
"[3.0, 1.0, 2.0]",chesspieces,3,439
"[2.0, 2.0, 3.0]",chesspieces,4,439
"[1.0, 4.0, 1.0]",chesspieces,5,439
"[3.0, 3.0, 1.0]",chesspieces,6,439
"[4.0, 1.0, 4.0]",chesspieces,7,439
"[2.0, 3.0, 2.0]",chesspieces,8,439
"[1.0, 2.0, 3.0]",chesspieces,9,439
"[6.0, 4.0, 2.0]",games,10,439
"[8.0, 3.0, 5.0]",games,11,439
"[5.0, 6.0, 1.0]",games,12,439
"[7.0, 2.0, 6.0]",games,13,439
"[9.0, 5.0, 3.0]",games,14,439
"[4.0, 7.0, 4.0]",games,15,439
"[3.0, 9.0, 2.0]",games,16,439
"[6.0, 8.0, 5.0]",games,17,439
"[5.0, 3.0, 7.0]",games,18,439
"[2.0, 6.0, 9.0]",games,19,439
"[1.0, 1.0, 1.0]",chesspieces,20,439
"[3.0, 2.0, 4.0]",chesspieces,21,439
"[2.0, 4.0, 1.0]",chesspieces,22,439
"[4.0, 3.0, 2.0]",chesspieces,23,439
"[1.0, 2.0, 2.0]",chesspieces,24,439
"[3.0, 1.0, 3.0]",chesspieces,25,439
"[2.0, 3.0, 1.0]",chesspieces,26,439
"[4.0, 4.0, 4.0]",chesspieces,27,439
"[1.0, 3.0, 1.0]",chesspieces,28,439
"[2.0, 2.0, 4.0]",chesspieces,29,439
"[9.0, 7.0, 6.0]",games,30,439
"[8.0, 9.0, 5.0]",games,31,439
"[7.0, 6.0, 8.0]",games,32,439
"[6.0, 5.0, 9.0]",games,33,439
"[5.0, 8.0, 7.0]",games,34,439
"[4.0, 9.0, 6.0]",games,35,439
"[7.0, 5.0, 4.0]",games,36,439
"[9.0, 6.0, 3.0]",games,37,439
"[8.0, 7.0, 2.0]",games,38,439
"[6.0, 4.0, 8.0]",games,39,439
"[2.0, 1.0, 3.0]",chesspieces,40,439
"[4.0, 2.0, 2.0]",chesspieces,41,439
"[1.0, 3.0, 4.0]",chesspieces,42,439
"[3.0, 1.0, 2.0]",chesspieces,43,439
"[2.0, 2.0, 3.0]",chesspieces,44,439
"[1.0, 4.0, 1.0]",chesspieces,45,439
"[3.0, 3.0, 1.0]",chesspieces,46,439
"[4.0, 1.0, 4.0]",chesspieces,47,439
"[2.0, 3.0, 2.0]",chesspieces,48,439
"[1.0, 2.0, 3.0]",chesspieces,49,439
"[9.0, 4.0, 7.0]",games,50,439
"[8.0, 3.0, 9.0]",games,51,439
"[7.0, 6.0, 5.0]",games,52,439
"[6.0, 8.0, 4.0]",games,53,439
"[5.0, 9.0, 6.0]",games,54,439
"[4.0, 7.0, 8.0]",games,55,439
"[3.0, 9.0, 5.0]",games,56,439
"[6.0, 5.0, 9.0]",games,57,439
"[7.0, 4.0, 3.0]",games,58,439
"[9.0, 6.0, 2.0]",games,59,439
"[2.0, 1.0, 1.0]",chesspieces,60,439
"[4.0, 2.0, 3.0]",chesspieces,61,439
"[1.0, 3.0, 2.0]",chesspieces,62,439
"[3.0, 1.0, 4.0]",chesspieces,63,439
"[2.0, 2.0, 1.0]",chesspieces,64,439
"[1.0, 4.0, 3.0]",chesspieces,65,439
"[3.0, 3.0, 2.0]",chesspieces,66,439
"[4.0, 1.0, 1.0]",chesspieces,67,439
"[2.0, 3.0, 4.0]",chesspieces,68,439
"[1.0, 2.0, 1.0]",chesspieces,69,439
"[8.0, 7.0, 9.0]",games,70,439
"[9.0, 8.0, 6.0]",games,71,439
"[7.0, 9.0, 5.0]",games,72,439
"[6.0, 6.0, 8.0]",games,73,439
"[5.0, 7.0, 9.0]",games,74,439
"[4.0, 8.0, 7.0]",games,75,439
"[3.0, 7.0, 6.0]",games,76,439
"[6.0, 9.0, 4.0]",games,77,439
"[7.0, 6.0, 3.0]",games,78,439
"[9.0, 5.0, 7.0]",games,79,439
"[2.0, 1.0, 2.0]",chesspieces,80,439
"[4.0, 3.0, 1.0]",chesspieces,81,439
"[1.0, 2.0, 4.0]",chesspieces,82,439
"[3.0, 2.0, 3.0]",chesspieces,83,439
"[2.0, 4.0, 2.0]",chesspieces,84,439
"[1.0, 3.0, 3.0]",chesspieces,85,439
"[3.0, 1.0, 1.0]",chesspieces,86,439
"[4.0, 2.0, 4.0]",chesspieces,87,439
"[2.0, 3.0, 3.0]",chesspieces,88,439
"[1.0, 2.0, 2.0]",chesspieces,89,439
"[8.0, 9.0, 7.0]",games,90,439
"[9.0, 7.0, 6.0]",games,91,439
"[7.0, 8.0, 5.0]",games,92,439
"[6.0, 6.0, 9.0]",games,93,439
"[5.0, 9.0, 8.0]",games,94,439
"[4.0, 7.0, 6.0]",games,95,439
"[3.0, 8.0, 5.0]",games,96,439
"[6.0, 7.0, 4.0]",games,97,439
"[7.0, 5.0, 7.0]",games,98,439
"[9.0, 6.0, 9.0]",games,99,439
"[8.0, 2.0, 4.0]",shapeattributes,0,440
"[5.0, 7.0, 6.0]",geometryforms,1,440
"[9.0, 1.0, 5.0]",shapeattributes,2,440
"[3.0, 5.0, 8.0]",geometryforms,3,440
"[7.0, 3.0, 4.0]",shapeattributes,4,440
"[4.0, 6.0, 7.0]",geometryforms,5,440
"[10.0, 2.0, 3.0]",shapeattributes,6,440
"[2.0, 8.0, 9.0]",geometryforms,7,440
"[8.0, 4.0, 5.0]",shapeattributes,8,440
"[5.0, 3.0, 6.0]",geometryforms,9,440
"[6.0, 7.0, 8.0]",geometryforms,10,440
"[9.0, 1.0, 4.0]",shapeattributes,11,440
"[4.0, 5.0, 7.0]",geometryforms,12,440
"[7.0, 2.0, 5.0]",shapeattributes,13,440
"[3.0, 9.0, 8.0]",geometryforms,14,440
"[10.0, 3.0, 4.0]",shapeattributes,15,440
"[2.0, 6.0, 7.0]",geometryforms,16,440
"[8.0, 5.0, 6.0]",shapeattributes,17,440
"[5.0, 4.0, 8.0]",geometryforms,18,440
"[9.0, 2.0, 5.0]",shapeattributes,19,440
"[4.0, 7.0, 9.0]",geometryforms,20,440
"[7.0, 3.0, 4.0]",shapeattributes,21,440
"[3.0, 5.0, 6.0]",geometryforms,22,440
"[10.0, 1.0, 5.0]",shapeattributes,23,440
"[2.0, 8.0, 7.0]",geometryforms,24,440
"[8.0, 4.0, 6.0]",shapeattributes,25,440
"[5.0, 3.0, 8.0]",geometryforms,26,440
"[9.0, 2.0, 4.0]",shapeattributes,27,440
"[4.0, 6.0, 7.0]",geometryforms,28,440
"[7.0, 3.0, 5.0]",shapeattributes,29,440
"[3.0, 9.0, 8.0]",geometryforms,30,440
"[10.0, 2.0, 4.0]",shapeattributes,31,440
"[2.0, 7.0, 6.0]",geometryforms,32,440
"[8.0, 5.0, 7.0]",shapeattributes,33,440
"[5.0, 4.0, 9.0]",geometryforms,34,440
